avg,max,min,date
130.61,219.99,69.99,2022-06-01
130.59,219.99,69.99,2022-06-02
131.03,219.99,69.99,2022-06-03
128.98,213.16,69.99,2022-06-04
130.55,219.99,69.99,2022-06-05
131.32,219.99,69.99,2022-06-06
128.37,199.99,69.99,2022-06-07
129.21,199.99,69.99,2022-06-08
129.91,199.99,69.99,2022-06-09
130.22,199.99,69.99,2022-06-10
130.79,213.16,69.99,2022-06-11
132.09,219.99,69.99,2022-06-12
132.5,219.99,69.99,2022-06-13
132.99,229.88,69.99,2022-06-14
133.02,229.88,69.99,2022-06-15
133.64,231.94,69.99,2022-06-16
133.44,231.94,69.99,2022-06-17
132.5,231.94,69.99,2022-06-18
133.03,231.94,69.99,2022-06-19
130.54,225.0,69.99,2022-06-20
131.65,229.88,69.99,2022-06-21
130.54,213.16,69.99,2022-06-22
130.39,219.99,69.99,2022-06-23
129.87,225.0,69.99,2022-06-24
126.6,213.16,69.99,2022-06-25
129.88,225.0,69.99,2022-06-26
128.57,213.16,69.99,2022-06-27
126.81,208.42,69.99,2022-06-28
126.62,208.4,69.99,2022-06-29
126.75,208.4,69.99,2022-06-30
126.52,208.4,69.99,2022-07-01
126.38,208.4,69.99,2022-07-02
122.16,179.0,69.99,2022-07-03
127.26,208.4,69.99,2022-07-04
127.26,199.99,69.99,2022-07-05
127.29,199.99,69.99,2022-07-06
128.38,219.99,69.99,2022-07-07
131.53,231.94,69.99,2022-07-08
127.77,213.16,69.99,2022-07-09
131.41,229.88,69.99,2022-07-10
131.58,238.0,69.99,2022-07-11
130.7,231.94,69.99,2022-07-12
127.49,219.99,69.99,2022-07-13
128.99,219.99,69.99,2022-07-14
128.18,219.99,69.99,2022-07-15
129.79,219.99,69.99,2022-07-16
128.49,213.76,69.99,2022-07-17
132.75,229.88,69.99,2022-07-18
131.29,228.15,69.99,2022-07-19
129.36,219.99,69.99,2022-07-20
127.68,214.81,69.99,2022-07-21
128.39,219.0,69.99,2022-07-22
129.48,219.99,69.99,2022-07-23
128.8,219.0,69.99,2022-07-24
134.16,231.94,69.99,2022-07-25
133.47,231.94,69.99,2022-07-26
131.7,225.0,69.99,2022-07-27
129.33,214.81,69.99,2022-07-28
131.51,219.99,69.99,2022-07-29
131.51,219.0,69.99,2022-07-30
133.61,225.0,69.99,2022-07-31
131.88,219.99,69.99,2022-08-01
133.48,229.88,69.99,2022-08-02
134.31,247.39,69.99,2022-08-03
132.62,229.88,69.99,2022-08-04
133.89,247.39,69.99,2022-08-05
132.62,229.88,69.99,2022-08-06
133.29,229.88,69.99,2022-08-07
135.69,229.88,79.99,2022-08-08
133.46,229.88,79.99,2022-08-09
132.5,219.99,78.0,2022-08-10
133.07,228.15,78.0,2022-08-11
130.81,212.43,79.99,2022-08-12
130.93,214.81,79.99,2022-08-13
134.37,229.88,79.99,2022-08-14
132.83,219.99,79.99,2022-08-15
130.64,212.43,79.99,2022-08-16
128.48,202.7,79.99,2022-08-17
127.76,199.99,79.99,2022-08-18
128.81,199.99,79.99,2022-08-19
129.08,199.99,79.99,2022-08-20
130.44,214.81,79.99,2022-08-21
134.61,229.88,79.99,2022-08-22
133.54,219.99,79.99,2022-08-23
130.11,199.99,79.0,2022-08-24
130.28,199.99,79.99,2022-08-25
129.97,209.97,79.99,2022-08-26
129.71,199.99,79.99,2022-08-27
130.15,209.97,79.99,2022-08-28
129.71,199.99,79.99,2022-08-29
130.99,209.97,79.99,2022-08-30
131.07,199.99,79.99,2022-08-31
130.76,199.99,79.99,2022-09-01
131.04,209.97,83.9,2022-09-02
131.34,199.99,83.92,2022-09-03
134.54,219.99,83.92,2022-09-04
130.69,209.97,89.99,2022-09-05
130.32,209.97,89.99,2022-09-06
130.79,209.97,89.99,2022-09-07
131.52,199.99,89.99,2022-09-08
130.23,209.97,74.99,2022-09-09
131.32,209.97,89.99,2022-09-10
132.57,212.43,89.99,2022-09-11
130.51,209.97,84.99,2022-09-12
131.14,209.97,89.45,2022-09-13
132.31,214.81,89.45,2022-09-14
130.87,209.97,89.45,2022-09-15
131.1,199.99,89.45,2022-09-16
130.6,199.99,89.45,2022-09-17
130.13,199.99,89.45,2022-09-18
130.54,199.99,89.45,2022-09-19
131.71,199.99,89.45,2022-09-20
133.01,209.97,89.45,2022-09-21
131.68,199.99,89.45,2022-09-22
133.32,209.97,89.45,2022-09-23
130.61,199.99,86.77,2022-09-24
131.36,199.99,86.77,2022-09-25
130.9,199.99,89.99,2022-09-26
131.85,199.99,89.99,2022-09-27
130.76,190.61,89.99,2022-09-28
130.01,190.61,89.45,2022-09-29
130.62,193.46,79.99,2022-09-30
133.56,197.17,89.99,2022-10-01
131.4,193.46,89.99,2022-10-02
132.81,193.46,89.99,2022-10-03
132.89,193.58,89.99,2022-10-04
134.91,199.99,89.99,2022-10-05
134.63,199.99,89.99,2022-10-06
131.74,193.46,89.99,2022-10-07
133.06,195.29,89.99,2022-10-08
131.81,193.46,89.99,2022-10-09
133.1,195.29,89.99,2022-10-10
135.01,199.99,89.99,2022-10-11
133.05,197.17,89.99,2022-10-12
133.6,197.17,89.99,2022-10-13
133.71,197.17,86.77,2022-10-14
134.41,197.17,89.99,2022-10-15
133.47,197.17,89.99,2022-10-16
137.2,199.99,89.99,2022-10-17
138.22,214.5,86.77,2022-10-18
138.83,199.99,89.99,2022-10-19
138.47,199.99,84.99,2022-10-20
137.65,199.99,89.99,2022-10-21
138.16,199.99,89.99,2022-10-22
137.56,199.99,89.99,2022-10-23
137.3,199.99,89.99,2022-10-24
137.42,199.99,89.99,2022-10-25
138.01,199.99,89.99,2022-10-26
138.25,199.99,89.99,2022-10-27
140.56,219.99,89.99,2022-10-28
137.74,199.99,89.99,2022-10-29
138.05,209.97,89.99,2022-10-30
137.51,209.97,89.99,2022-10-31
137.03,199.99,86.77,2022-11-01
137.09,199.99,89.99,2022-11-02
138.32,199.99,89.99,2022-11-03
136.95,209.97,89.99,2022-11-04
137.17,209.97,89.99,2022-11-05
136.48,199.99,89.99,2022-11-06
136.48,199.99,89.99,2022-11-07
136.48,199.99,89.99,2022-11-08
139.11,200.0,89.99,2022-11-09
137.48,200.0,89.99,2022-11-10
135.44,193.46,89.99,2022-11-11
138.22,206.0,89.99,2022-11-12
137.34,206.0,89.99,2022-11-13
136.73,199.99,89.99,2022-11-14
138.02,209.97,81.99,2022-11-15
137.56,204.0,81.99,2022-11-16
137.07,204.0,81.99,2022-11-17
134.19,194.8,81.99,2022-11-18
134.33,194.99,81.99,2022-11-19
134.11,194.99,81.99,2022-11-20
133.74,194.8,89.99,2022-11-21
136.02,209.97,84.79,2022-11-22
134.74,204.0,89.99,2022-11-23
136.17,215.52,89.99,2022-11-24
134.53,204.0,84.79,2022-11-25
134.74,204.0,89.99,2022-11-26
137.59,219.0,89.99,2022-11-27
138.68,219.99,79.99,2022-11-28
138.27,204.0,79.99,2022-11-29
138.48,204.0,79.99,2022-11-30
139.34,219.99,79.99,2022-12-01
139.09,209.97,79.99,2022-12-02
139.67,204.0,79.99,2022-12-03
139.19,204.0,79.99,2022-12-04
138.58,209.97,83.99,2022-12-05
139.53,209.97,83.99,2022-12-06
139.92,209.97,83.99,2022-12-07
139.68,209.97,83.99,2022-12-08
139.14,209.97,83.99,2022-12-09
140.21,209.97,99.99,2022-12-10
140.37,209.97,99.99,2022-12-11
139.83,209.97,99.99,2022-12-12
140.93,208.0,99.99,2022-12-13
140.51,209.97,99.99,2022-12-14
140.64,211.0,99.99,2022-12-15
139.92,211.0,99.99,2022-12-16
141.19,211.0,99.99,2022-12-17
141.24,200.99,99.99,2022-12-18
140.22,209.52,99.99,2022-12-19
139.48,211.0,99.99,2022-12-20
140.28,211.0,99.99,2022-12-21
140.99,211.0,99.99,2022-12-22
140.7,209.97,99.99,2022-12-23
141.0,209.97,99.99,2022-12-24
142.3,207.41,99.99,2022-12-25
142.67,207.41,99.99,2022-12-26
143.01,207.41,99.99,2022-12-27
142.36,209.97,99.99,2022-12-28
142.54,209.97,99.99,2022-12-29
141.73,209.99,88.08,2022-12-30
144.6,219.99,88.08,2022-12-31
141.22,209.99,88.08,2023-01-01
142.4,203.99,88.08,2023-01-02
141.92,203.99,88.08,2023-01-03
143.76,203.99,88.08,2023-01-04
142.0,207.41,88.08,2023-01-05
141.06,203.99,99.99,2023-01-06
143.62,203.99,99.99,2023-01-07
145.55,216.99,99.99,2023-01-08
140.54,204.99,99.99,2023-01-09
141.52,208.2,99.99,2023-01-10
141.03,209.97,99.99,2023-01-11
139.97,209.97,99.99,2023-01-12
141.25,210.0,99.99,2023-01-13
141.53,207.52,99.77,2023-01-14
140.79,207.52,99.99,2023-01-15
141.38,207.41,107.99,2023-01-16
142.05,209.97,99.77,2023-01-17
142.18,207.41,99.77,2023-01-18
146.29,219.99,107.99,2023-01-19
147.87,225.0,99.77,2023-01-20
146.12,219.99,107.99,2023-01-21
148.45,225.0,107.99,2023-01-22
149.7,225.0,99.99,2023-01-23
147.89,219.99,88.29,2023-01-24
145.95,219.99,79.99,2023-01-25
144.55,219.99,79.99,2023-01-26
143.91,219.99,79.99,2023-01-27
143.86,219.99,79.99,2023-01-28
144.6,219.99,79.99,2023-01-29
143.1,219.99,79.99,2023-01-30
144.57,219.99,79.99,2023-01-31
143.87,222.26,79.99,2023-02-01
146.21,222.26,79.95,2023-02-02
144.45,222.26,79.99,2023-02-03
143.9,222.26,79.99,2023-02-04
143.81,222.26,79.95,2023-02-05
145.78,229.99,79.99,2023-02-06
144.6,222.26,79.95,2023-02-07
145.23,222.26,79.99,2023-02-08
143.4,222.26,79.95,2023-02-09
144.21,219.99,79.99,2023-02-10
143.81,219.99,79.99,2023-02-11
145.11,222.26,79.99,2023-02-12
144.12,219.99,86.99,2023-02-13
141.47,207.41,79.99,2023-02-14
143.5,219.99,79.99,2023-02-15
142.76,207.41,79.99,2023-02-16
143.54,219.99,79.99,2023-02-17
143.32,219.99,79.99,2023-02-18
143.39,222.26,79.99,2023-02-19
141.96,219.99,79.99,2023-02-20
143.36,222.26,79.99,2023-02-21
145.29,226.21,79.99,2023-02-22
143.98,222.26,79.99,2023-02-23
142.85,222.26,79.99,2023-02-24
143.11,219.99,79.99,2023-02-25
142.26,209.47,79.99,2023-02-26
